class,org,org_type,pi_first,pi_sur,pclass,status,owner,end,grant,scheme,start,total
System on Chip,University of York,LEAD ORGANISATION,Colin,Runciman,Info. & commun. Technol.,Closed,EPSRC,3/31/2010,Research Grant,Standard Research,10/1/2008,100364.32
Materials Characterisation,Synthetech Inc,PROJECT PARTNER,Rein,Ulijn,Materials sciences,Closed,EPSRC,3/31/2010,Research Grant,Follow on Fund,10/1/2008,109021.91
Survey & Monitoring,Durham University,LEAD ORGANISATION,Richard,Hobbs,Instrument. sensor & detectors,Closed,NERC,6/30/2010,Research Grant,Directed (Research Programmes),10/1/2008,110538.71
Materials Processing,Vesuvius UK,PROJECT PARTNER,Yanqiu,Zhu,Materials processing,Closed,EPSRC,7/31/2010,Research Grant,Standard Research,10/1/2008,131519.96
Gas & Solution Phase Reactions,University of Oxford,LEAD ORGANISATION,Stuart,Mackenzie,,Closed,EPSRC,9/30/2010,Research Grant,Standard Research (Pre-FEC),10/1/2008,150541.3068
Glacial & Cryospheric Systems,Royal Holloway; University of London,LEAD ORGANISATION,Martin,King,,Closed,NERC,9/30/2010,Research Grant,Small Grants (FEC),10/1/2008,47594.14
Climate & Climate Change,National Oceanography Centre,LEAD ORGANISATION,Christine Pascale,Gommenginger,Climate & climate change,Closed,NERC,9/30/2010,Research Grant,Directed (Research Programmes),10/1/2008,137608.64
Extra-Galactic Astron.&Cosmol.,University of Oxford,LEAD ORGANISATION,Steven,Rawlings,,Closed,STFC,9/30/2010,Research Grant,Standard (FEC),10/1/2008,89638.86
Quantum Optics & Information,University of Bristol,LEAD ORGANISATION,Jonathan,Barrett,"Optics, photonics & lasers",Closed,EPSRC,10/1/2010,Fellowship,Career Acceleration Fellowship,10/1/2008,417134.46
Design of Process systems,University of Strathclyde,LEAD ORGANISATION,Anthony,Gachagan,,Closed,EPSRC,10/31/2010,Research Grant,First Grant Scheme,10/1/2008,294258.49
Fundamentals of Computing,University of Liverpool,LEAD ORGANISATION,Russell,Martin,Info. & commun. Technol.,Closed,EPSRC,12/31/2010,Research Grant,First Grant Scheme,10/1/2008,183312.39
Medical science & disease,University of Oxford,LEAD ORGANISATION,Thomas,Quinn,Medical & health interface,Closed,EPSRC,1/1/2011,Fellowship,Postdoc Research Fellowship,10/1/2008,290974.2
Earth Surface Processes,Durham University,LEAD ORGANISATION,Nicholas,Rosser,,Closed,NERC,1/31/2011,Research Grant,New Investigators (FEC),10/1/2008,87981.25
Large Scale Dynamics/Transport,Dynamic Meteorology Laboratory LMD,PROJECT PARTNER,Jacques,Vanneste,Atmospheric phys. & chemistry,Closed,NERC,1/31/2011,Research Grant,Standard Grant (FEC),10/1/2008,184710.18
Materials Synthesis & Growth,University of Cambridge,LEAD ORGANISATION,Colin,Humphreys,Materials sciences,Closed,EPSRC,2/28/2011,Research Grant,Technology Programme,10/1/2008,219473.28
Analytical Science,Sun Chemical,PROJECT PARTNER,Andrew,Mills,"Tools, technologies & methods",Closed,EPSRC,3/1/2011,Research Grant,Standard Research,10/1/2008,110274.49
Catalysis & Applied Catalysis,University of Edinburgh,LEAD ORGANISATION,Michael,Greaney,Catalysis & surfaces,Closed,EPSRC,9/1/2011,Fellowship,Leadership Fellowships,10/1/2008,916087.77
Beyond the Standard Model,European Organization for Nuclear Research (CERN),COLLABORATOR,Anne-Marie,Magnan,Particle physics - experiment,Closed,STFC,9/30/2011,Fellowship,Postdoc Fellowship (FEC),10/1/2008,239510.75
Extra-Galactic Astron.&Cosmol.,University of Sussex,FELLOW,Oliver,Rosten,,Closed,STFC,9/30/2011,Fellowship,Postdoc Fellowship (FEC),10/1/2008,228473.82
Climate & Climate Change,University of Oxford,LEAD ORGANISATION,Sune,Nielsen,Climate & climate change,Closed,NERC,9/30/2011,Fellowship,Postdoctoral Fellow (FEC),10/1/2008,248758.13
Beyond the Standard Model,University of Cambridge,LEAD ORGANISATION,Martin,Wolf,Particle physics - experiment,Closed,STFC,9/30/2011,Fellowship,Postdoc Fellowship (FEC),10/1/2008,192537.21
Fundamentals of Computing,University of Amsterdam,PROJECT PARTNER,Mehrnoosh,Sadrzadeh,Info. & commun. Technol.,Closed,EPSRC,9/30/2011,Fellowship,Postdoc Research Fellowship,10/1/2008,224957.83
Theoretical biology,MRC Centre Cambridge,PROJECT PARTNER,Allon,Klein,"Tools, technologies & methods",Closed,EPSRC,9/30/2011,Fellowship,Postdoc Research Fellowship,10/1/2008,207311.28
Networks & Distributed Systems,Defence Science & Tech Lab DSTL,COFUNDER,Bahram,Honary,,Closed,EPSRC,9/30/2011,Research Grant,Standard Research,10/1/2008,224260.16
Chemical Synthetic Methodology,University of St Andrews,LEAD ORGANISATION,Philip,Lightfoot,,Closed,EPSRC,9/30/2011,Research Grant,Standard Research,10/1/2008,327605.99
Cold Atomic Species,Durham University,LEAD ORGANISATION,Simon,Cornish,Atomic & molecular physics,Closed,EPSRC,9/30/2011,Research Grant,Standard Research,10/1/2008,175403.68
Complexity Science,University of Reading,LEAD ORGANISATION,James,Saddy,Complexity science,Closed,EPSRC,9/30/2011,Research Grant,Standard Research,10/1/2008,463896.8
Solar Technology,University of Bath,LEAD ORGANISATION,Frank,Marken,Energy,Closed,EPSRC,9/30/2011,Research Grant,Standard Research,10/1/2008,93801.51
VLSI Design,Queen's University of Belfast,LEAD ORGANISATION,Roger,Woods,Info. & commun. Technol.,Closed,EPSRC,9/30/2011,Research Grant,Standard Research,10/1/2008,382965.17
Materials Characterisation,Imperial College London,LEAD ORGANISATION,Lesley,Cohen,Materials sciences,Closed,EPSRC,9/30/2011,Research Grant,Standard Research,10/1/2008,98621.63
Multiphase Flow,Imperial College London,LEAD ORGANISATION,Tara,LaForce,Process engineering,Closed,EPSRC,9/30/2011,Research Grant,First Grant Scheme,10/1/2008,331886.89
Ocean - Atmosphere Interact.,University of East Anglia,LEAD ORGANISATION,Alberto,Naveira Garabato,,Closed,NERC,9/30/2011,Research Grant,Standard Grant (FEC),10/1/2008,39134.09
Climate & Climate Change,University of Aberdeen,LEAD ORGANISATION,Peter,Clift,Climate & climate change,Closed,NERC,9/30/2011,Research Grant,Standard Grant (FEC),10/1/2008,131415.81
Cosmology,Queen Mary; University of London,LEAD ORGANISATION,William,Spence,Particle astrophysics,Closed,STFC,9/30/2011,Research Grant,Standard (FEC),10/1/2008,1405736.78
Beyond the Standard Model,Swansea University,LEAD ORGANISATION,Graham,Shore,Particle physics - experiment,Closed,STFC,9/30/2011,Research Grant,Standard (FEC),10/1/2008,2409466.19
Beyond the Standard Model,University of Oxford,LEAD ORGANISATION,Graham,Ross,Particle physics - experiment,Closed,STFC,9/30/2011,Research Grant,Standard (FEC),10/1/2008,1900748.13
Materials Characterisation,Columbia University,PROJECT PARTNER,Nicolae,Panoiu,Materials sciences,Closed,EPSRC,9/30/2011,Research Grant,Standard Research,10/1/2008,182012.79
Materials Characterisation,Rolls-Royce plc,PROJECT PARTNER,Robert,Dorey,Materials sciences,Closed,EPSRC,9/30/2011,Research Grant,Standard Research,10/1/2008,116167.35
Biogeochemical Cycles,NERC Centre for Ecology and Hydrology,PROJECT PARTNER,David,Pyle,,Closed,NERC,9/30/2011,Research Grant,Knowledge Exchange (FEC),10/1/2008,250631.02
VLSI Design,University of Bristol,LEAD ORGANISATION,Dhiraj,Pradhan,Info. & commun. Technol.,Closed,EPSRC,11/30/2011,Research Grant,Standard Research,10/1/2008,224575.32
Materials Characterisation,University of Warwick,COLLABORATOR,Philip Stephen,Salmon,Materials sciences,Closed,EPSRC,12/30/2011,Research Grant,Standard Research,10/1/2008,364749.43
Instrumentation Eng. & Dev.,University of Sheffield,LEAD ORGANISATION,Tony,Dodd,Chemical measurement,Closed,EPSRC,3/30/2012,Research Grant,Standard Research,10/1/2008,721888.21
Non-linear Systems Mathematics,Loughborough University,LEAD ORGANISATION,Marta,Mazzocco,,Closed,EPSRC,3/31/2012,Fellowship,Advanced Fellowship,10/1/2008,269570.17
Artificial Intelligence,Brunel University,LEAD ORGANISATION,Liliana,Teodorescu,,Closed,EPSRC,3/31/2012,Research Grant,First Grant Scheme,10/1/2008,249001.23
Animal & human physiology,University of Southampton,LEAD ORGANISATION,David,Simpson,,Closed,EPSRC,3/31/2012,Research Grant,Standard Research,10/1/2008,155137.82
Co-ordination Chemistry,University of Southampton,LEAD ORGANISATION,Philip Alan,Gale,,Closed,EPSRC,3/31/2012,Research Grant,Standard Research,10/1/2008,417464.68
Surfaces & Interfaces,Swansea University,LEAD ORGANISATION,Valerie,Randle,Catalysis & surfaces,Closed,EPSRC,3/31/2012,Research Grant,Standard Research,10/1/2008,88339.54
Surfaces & Interfaces,University of Sheffield,LEAD ORGANISATION,Graham,Leggett,Catalysis & surfaces,Closed,EPSRC,3/31/2012,Research Grant,Standard Research,10/1/2008,402953.72
System on Chip,The University of Manchester,LEAD ORGANISATION,Gavin,Brown,Info. & commun. Technol.,Closed,EPSRC,3/31/2012,Research Grant,Standard Research,10/1/2008,415164.65
Lasers & Optics,University of Strathclyde,LEAD ORGANISATION,Alan,Kemp,"Optics, photonics & lasers",Closed,EPSRC,3/31/2012,Research Grant,Standard Research,10/1/2008,618865.48
Plasmas - Technological,University of Strathclyde,LEAD ORGANISATION,Adrian,Cross,Plasma physics,Closed,EPSRC,3/31/2012,Research Grant,Standard Research,10/1/2008,686057.64
Quantum Fluids & Solids,Cardiff University,LEAD ORGANISATION,Wolfgang,Langbein,"Supercond, magn. &quant.fluids",Closed,EPSRC,3/31/2012,Research Grant,Standard Research,10/1/2008,111676.96
Quantum Fluids & Solids,University of Southampton,LEAD ORGANISATION,Pavlos,Lagoudakis,"Supercond, magn. &quant.fluids",Closed,EPSRC,3/31/2012,Research Grant,Standard Research,10/1/2008,405391.45
Environmental Physiology,The University of Manchester,LEAD ORGANISATION,Roland,Ennos,,Closed,NERC,3/31/2012,Research Grant,Standard Grant (FEC),10/1/2008,103927.16
Materials Processing,Cherry Pipes Ltd,PROJECT PARTNER,Kang,Li,Materials processing,Closed,EPSRC,3/31/2012,Research Grant,First Grant Scheme,10/1/2008,280831.37
Vision & Senses - ICT appl.,Phonak Hearing Systems,PROJECT PARTNER,Anthony,Watkins,Info. & commun. Technol.,Closed,EPSRC,4/19/2012,Research Grant,Standard Research,10/1/2008,384354.3
Instrumentation Eng. & Dev.,University of Bristol,LEAD ORGANISATION,Jonathan,Rossiter,Chemical measurement,Closed,EPSRC,6/30/2012,Research Grant,First Grant Scheme,10/1/2008,387721.91
Materials Synthesis & Growth,Durham University,LEAD ORGANISATION,Martin,Bryce,Materials sciences,Closed,EPSRC,6/30/2012,Research Grant,Standard Research,10/1/2008,197255.06
Quantum Fluids & Solids,University of Southampton,LEAD ORGANISATION,Carlos,Lobo,"Supercond, magn. &quant.fluids",Closed,EPSRC,9/30/2012,Fellowship,Advanced Fellowship,10/1/2008,356568.72
Catalysis & Applied Catalysis,STFC,COFUNDER,Gopinathan,Sankar,Catalysis & surfaces,Closed,EPSRC,9/30/2012,Research Grant,Standard Research,10/1/2008,156800.35
Plasmas - Laser & Fusion,Imperial College London (ICL),COLLABORATOR,Sergey,Lebedev,Plasma physics,Closed,EPSRC,9/30/2012,Research Grant,Standard Research,10/1/2008,1901807.35
Chemical Synthetic Methodology,University of Bristol,LEAD ORGANISATION,Julian,Eastoe,,Closed,EPSRC,9/30/2012,Research Grant,Standard Research,10/1/2008,118742.04
Optoelect. Devices & Circuits,University of Edinburgh,LEAD ORGANISATION,Robert,Henderson,Electrical engineering,Closed,EPSRC,9/30/2012,Research Grant,Standard Research,10/1/2008,501202.63
Optoelect. Devices & Circuits,University of St Andrews,LEAD ORGANISATION,Ifor,Samuel,Electrical engineering,Closed,EPSRC,9/30/2012,Research Grant,Standard Research,10/1/2008,853569.34
Materials Characterisation,University of Reading,LEAD ORGANISATION,Ian,Hamley,Materials sciences,Closed,EPSRC,9/30/2012,Research Grant,Standard Research,10/1/2008,305695.71
Materials Characterisation,University of Salford,LEAD ORGANISATION,Ian,Morrison,Materials sciences,Closed,EPSRC,9/30/2012,Research Grant,Standard Research,10/1/2008,92574.34
Biomechanics & Rehabilitation,University of Leeds,LEAD ORGANISATION,John,Fisher,Medical & health interface,Closed,EPSRC,9/30/2012,Research Grant,Standard Research,10/1/2008,567682.06
Condensed Matter Physics,University of Edinburgh,LEAD ORGANISATION,Graeme,Ackland,"Supercond, magn. &quant.fluids",Closed,EPSRC,9/30/2012,Research Grant,Standard Research,10/1/2008,20711.84
Condensed Matter Physics,University of Warwick,LEAD ORGANISATION,Jon,Duffy,"Supercond, magn. &quant.fluids",Closed,EPSRC,9/30/2012,Research Grant,Standard Research,10/1/2008,116120.59
Climate & Climate Change,University of Bath,LEAD ORGANISATION,Cathryn,Mitchell,Climate & climate change,Closed,NERC,9/30/2012,Research Grant,AFI (FEC),10/1/2008,355562.51
Surfaces & Interfaces,Lancaster University,LEAD ORGANISATION,Peter Vaughan Elsmere,McClintock,Catalysis & surfaces,Closed,EPSRC,10/31/2012,Research Grant,Standard Research,10/1/2008,120691.72
Energy Efficiency,Zhejiang University,PROJECT PARTNER,Gui Yun,Tian,Energy,Closed,EPSRC,12/15/2012,Research Grant,Standard Research,10/1/2008,230170.97
Continuum Mechanics,Heriot-Watt University,LEAD ORGANISATION,James,Howie,,Closed,EPSRC,12/31/2012,Research Grant,Standard Research,10/1/2008,1794739.5
Electronic Devices & Subsys.,Cardiff University,LEAD ORGANISATION,Christopher,McGuigan,Info. & commun. Technol.,Closed,EPSRC,12/31/2012,Research Grant,Standard Research,10/1/2008,526756.6
Optical Devices & Subsystems,University of Southampton,COLLABORATOR,Nikolay,Zheludev,Electrical engineering,Closed,EPSRC,3/31/2013,Research Grant,Standard Research,10/1/2008,2253909.55
ISIS T1,University of Warwick,COLLABORATOR,Christopher,Booth,,Closed,STFC,3/31/2013,Research Grant,Standard (FEC),10/1/2008,387744.05
Sustainable Energy Vectors,Newcastle University,LEAD ORGANISATION,Ian,Metcalfe,Energy,Closed,EPSRC,3/31/2013,Research Grant,Standard Research,10/1/2008,4943134.55
Fundamentals of Computing,University of Liverpool,LEAD ORGANISATION,Michael,Fisher,Info. & commun. Technol.,Closed,EPSRC,3/31/2013,Research Grant,Standard Research,10/1/2008,438608.72
Materials Synthesis & Growth,University of Sheffield,LEAD ORGANISATION,Anthony,West,Materials sciences,Closed,EPSRC,3/31/2013,Research Grant,Standard Research,10/1/2008,3789798.18
Tropospheric Processes,The University of Manchester,LEAD ORGANISATION,Hugh,Coe,Atmospheric phys. & chemistry,Closed,NERC,4/30/2013,Research Grant,Consortiums (FEC),10/1/2008,505844.87
Biogeochemical Cycles,University of Cambridge,LEAD ORGANISATION,Alex,Piotrowski,,Closed,NERC,9/30/2013,Research Grant,Standard Grant (FEC),10/1/2008,425511.68
Tectonic Processes,University of Liverpool,LEAD ORGANISATION,Daniel,Faulkner,Geosciences,Closed,NERC,10/31/2013,Research Grant,Standard Grant (FEC),10/1/2008,460598.63
Ocean Circulation,University of Southampton,LEAD ORGANISATION,Alberto,Naveira Garabato,,Closed,NERC,12/31/2013,Research Grant,AFI (FEC),10/1/2008,472628.99
Chemical Structure,University of Bristol,LEAD ORGANISATION,Andrew,Orr-Ewing,,Closed,EPSRC,3/30/2014,Research Grant,Standard Research,10/1/2008,5955187.31
Quantum Optics & Information,Queen's University of Belfast,LEAD ORGANISATION,Mauro,Paternostro,"Optics, photonics & lasers",Closed,EPSRC,3/31/2014,Fellowship,Career Acceleration Fellowship,10/1/2008,528554.97
Medical science & disease,Medical Research Council,COFUNDER,Stephen,Welbourne,Medical & health interface,Closed,EPSRC,3/31/2014,Research Grant,Standard Research,10/1/2008,812212.21
Gas & Solution Phase Reactions,Air Liquide (France),PROJECT PARTNER,Nigel,Brown,,Closed,EPSRC,3/31/2014,Research Grant,Science and Innovation Awards,10/1/2008,3452949
Materials Synthesis & Growth,University of Southampton,LEAD ORGANISATION,Vassili,Fedotov,Materials sciences,Closed,EPSRC,7/31/2014,Fellowship,Career Acceleration Fellowship,10/1/2008,826438.7
Beyond the Standard Model,School of Physical Sciences,COLLABORATOR,Valentin,Khoze,Particle physics - experiment,Active,STFC,9/30/2018,Research Grant,Standard (FEC),10/1/2008,15936089.4
Surfaces & Interfaces,Durham University,LEAD ORGANISATION,Jan,Verlet,Catalysis & surfaces,Closed,EPSRC,4/1/2010,Research Grant,Standard Research,10/2/2008,178096.92
Algebra & Geometry,University of Oxford,LEAD ORGANISATION,Dominic,Joyce,,Closed,EPSRC,8/5/2009,Research Grant,Standard Research,10/6/2008,48161.56
System on Chip,University of Oxford,LEAD ORGANISATION,Richard,Berry,Info. & commun. Technol.,Closed,EPSRC,12/30/2011,Research Grant,Standard Research,10/6/2008,135227.45
Cognitive Science Appl. in ICT,University of Ulster,LEAD ORGANISATION,Liam,McDaid,,Closed,EPSRC,2/29/2012,Research Grant,Standard Research,10/8/2008,251730.13
Materials Synthesis & Growth,Heriot-Watt University,LEAD ORGANISATION,Howard,Baker,Materials sciences,Closed,EPSRC,4/7/2012,Research Grant,Technology Programme,10/8/2008,149750.58
Software Engineering,University of Birmingham,LEAD ORGANISATION,Mark,Ryan,,Closed,EPSRC,3/7/2013,Research Grant,Standard Research,10/8/2008,418295.64
Particle Technology,Loughborough University,LEAD ORGANISATION,Ricky,Wildman,Materials processing,Closed,EPSRC,1/8/2009,Research Grant,Standard Research,10/9/2008,15218.94
Materials Characterisation,University of Bath,LEAD ORGANISATION,Darryl,Almond,Materials sciences,Closed,EPSRC,10/8/2010,Research Grant,Standard Research,10/9/2008,79332.28
Materials Synthesis & Growth,Virginia Polytechnic Institute & State U,PROJECT PARTNER,A,Glazer,Materials sciences,Closed,EPSRC,10/8/2011,Research Grant,Standard Research,10/9/2008,54332.66
Glacial & Cryospheric Systems,Aberystwyth University,LEAD ORGANISATION,Shaun,Richardson,,Closed,NERC,6/12/2009,Research Grant,Small Grants (FEC),10/13/2008,28813.13
Tropospheric Processes,University of Reading,LEAD ORGANISATION,Christian,Pfrang,Atmospheric phys. & chemistry,Closed,NERC,10/12/2011,Research Grant,New Investigators (FEC),10/13/2008,59812.73
Med.Instrument.Device& Equip.,Imperial College London,LEAD ORGANISATION,Robert,Eckersley,Medical & health interface,Closed,EPSRC,1/31/2012,Research Grant,First Grant Scheme,10/13/2008,387475.29
Materials Characterisation,University of Glasgow,LEAD ORGANISATION,Asen,Asenov,Materials sciences,Closed,EPSRC,4/12/2012,Research Grant,Standard Research,10/13/2008,372082.82
Optical Communications,Aston University,LEAD ORGANISATION,Sonia,Boscolo,Info. & commun. Technol.,Closed,EPSRC,10/14/2011,Research Grant,First Grant Scheme,10/15/2008,313339.06
Materials Processing,Queen Mary; University of London,LEAD ORGANISATION,Michael,Reece,Materials processing,Closed,EPSRC,10/19/2009,Research Grant,Standard Research,10/20/2008,22193.29
